preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,score_helpfulness,score_correctness,score_coherence,score_complexity,score_verbosity,min_relationship_score,lambda_sum,lambda_min,lambda_max,l1_distance_to_p,l2_distance_to_p,validation_passed
helpfulness_focused,uniform,baseline,default,{},0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.6000000000,0.3391164992,True
helpfulness_focused,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2783758022,0.0869777682,0.1414994126,0.2435061978,0.2496408193,0.8110111243,0.7951509636,0.7896986632,0.7744981975,0.7738844256,0.7738844256,1.0000000000,0.0869777682,0.2783758022,0.5862940342,0.3100770071,True
helpfulness_focused,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4349470537,0.1170532027,0.1329520769,0.1558816474,0.1591660193,0.8647637542,0.8326576052,0.8167587302,0.7438291581,0.7405447862,0.7405447862,1.0000000000,0.1170532027,0.4349470537,0.2300953334,0.1105955935,True
helpfulness_focused,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4915782617,0.1450851966,0.1470502443,0.1079046957,0.1083816017,0.8901092320,0.8550398751,0.8353894090,0.7268449015,0.7220758201,0.7220758201,1.0000000000,0.1079046957,0.4915782617,0.0325725947,0.0153791251,True
helpfulness_focused,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.0000000000,0.2716855636,0.2718082695,0.2282221496,0.2282840173,0.7785989650,0.8261264717,0.8255812245,0.7682060506,0.7675860599,0.7675860599,1.0000000000,0.0000000000,0.2718082695,1.0000000000,0.5590548628,True
helpfulness_focused,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4168844446,0.1715062909,0.1718862808,0.1198401493,0.1198828345,0.8754360673,0.8540732668,0.8371895282,0.7308554874,0.7265872941,0.7265872941,1.0000000000,0.1198401493,0.4168844446,0.1662311107,0.0929445211,True
helpfulness_focused,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4914781834,0.1522040447,0.1522487179,0.1020320617,0.1020369924,0.8922327791,0.8582915994,0.8384368568,0.7247389210,0.7198082362,0.7198082362,1.0000000000,0.1020320617,0.4914781834,0.0170436333,0.0095296651,True
helpfulness_focused,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2395860309,0.0641683866,0.1536497362,0.2684896204,0.2741062259,0.7962790749,0.7830584447,0.7830584447,0.7830584447,0.7830584447,0.7830584447,1.0000000000,0.0641683866,0.2741062259,0.6924911649,0.3659201440,True
helpfulness_focused,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.7470109388,0.4138107044,True
helpfulness_focused,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.7470109388,0.4138107044,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2252532266,0.2021464753,0.1203317261,0.2218085817,0.2304599903,0.8131388596,0.8168835565,0.7981425443,0.7675145568,0.7664821856,0.7664821856,1.0000000000,0.1203317261,0.2304599903,0.6088300946,0.3330801563,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4304303631,0.1326565586,0.1149541973,0.1572056225,0.1647532585,0.8635817652,0.8330672148,0.8135698031,0.7446768562,0.7422213999,0.7422213999,1.0000000000,0.1149541973,0.4304303631,0.2439177620,0.1176197490,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2654710556,0.2555625794,0.1117565322,0.1792667019,0.1879431308,0.8347299377,0.8395519491,0.8122695972,0.7528321216,0.7507060159,0.7507060159,1.0000000000,0.1117565322,0.2654710556,0.5455448243,0.2857044820,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4524046925,0.1533885767,0.1322586635,0.1289686322,0.1329794351,0.8771117277,0.8472166866,0.8264883722,0.7345327705,0.7308375748,0.7308375748,1.0000000000,0.1289686322,0.4524046925,0.1306732880,0.0672188631,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.3233932587,0.3224264870,0.1207192814,0.1136926570,0.1197683160,0.8671425931,0.8733171645,0.8372828470,0.7298444237,0.7257600967,0.7257600967,1.0000000000,0.1136926570,0.3233932587,0.4117749198,0.2497127753,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4744151763,0.1714058233,0.1462264649,0.1034090797,0.1045434558,0.8896235409,0.8598524499,0.8378209499,0.7253773346,0.7206204124,0.7206204124,1.0000000000,0.1034090797,0.4744151763,0.0587167176,0.0340484487,True
helpfulness_focused,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
