preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,mean_helpfulness_proxy,mean_correctness_proxy,mean_coherence_proxy,mean_complexity_proxy,mean_verbosity_proxy,mean_utility,mean_response_length,empty_response_count,num_prompts,l1_distance_to_p,l2_distance_to_p,direct_preference_utility,improvement_over_direct_preference,uniform_utility,improvement_over_uniform,runtime_seconds,peak_memory_mb,solver_iterations,solver_success
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.15,0.35,0.25,0.1,0.15,0.1095227863,0.2982051697,0.1340418375,0.2221391139,0.2360910925,0.142422,0.363594,0.091563,0.178026,0.023958,0.192908,2.875,19,32,0.4164604129,0.2002424632,0.197947,-0.005039,0.178574,0.014334,0.0515423930,0.0167245865,,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.15,0.35,0.25,0.1,0.15,0.0971012943,0.3816548921,0.1431513598,0.1801849835,0.1979074702,0.194766,0.368281,0.115312,0.271427,0.041406,0.220295,4.969,14,32,0.3194946917,0.1547310391,0.197947,0.022348,0.178574,0.041721,0.0577548500,0.0168848038,,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.15,0.35,0.25,0.1,0.15,0.1022169346,0.4743869241,0.1723857438,0.1147004086,0.136309989,0.182188,0.368958,0.128281,0.201442,0.033333,0.213678,4.0,15,32,0.2781746652,0.1555082615,0.197947,0.015731,0.178574,0.035104,0.0595847820,0.0166749954,,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.15,0.35,0.25,0.1,0.15,0.1152482645,0.3249734564,0.2029224816,0.163852196,0.1930036016,0.117318,0.358594,0.089219,0.159635,0.014583,0.183561,1.75,20,32,0.2137115952,0.0998835143,0.197947,-0.014386,0.178574,0.004987,0.0389694200,0.0165338516,,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.15,0.35,0.25,0.1,0.15,0.1310443179,0.3464096674,0.2228158102,0.131465833,0.1682643715,0.132266,0.355781,0.125,0.23276,0.009635,0.200335,1.156,15,32,0.099460409,0.0493444471,0.197947,0.002388,0.178574,0.021761,0.0357542290,0.0163583755,,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.15,0.35,0.25,0.1,0.15,0.143948309,0.366348654,0.2398118307,0.1038344169,0.1460567894,0.126875,0.35875,0.119063,0.246503,0.014583,0.201197,1.75,18,32,0.0403661417,0.0209273005,0.197947,0.00325,0.178574,0.022623,0.0316768260,0.0165872574,,True
quality_focused,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.15,0.35,0.25,0.1,0.15,0.1385638228,0.1876904819,0.1687035842,0.2431652919,0.2618768192,0.117109,0.357969,0.101875,0.184193,0.013281,0.188736,1.594,19,32,0.5100842222,0.2570933615,0.197947,-0.009211,0.178574,0.010162,0.0298807220,0.0171995163,,True
quality_focused,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.15,0.35,0.25,0.1,0.15,0.1324800041,0.3006756514,0.215603635,0.1548397007,0.1964010088,0.113516,0.355781,0.106719,0.199905,0.009635,0.189666,1.156,18,32,0.2024814189,0.0953068619,0.197947,-0.008281,0.178574,0.011092,0.0175570990,0.0164728165,,True
quality_focused,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.15,0.35,0.25,0.1,0.15,0.1470895781,0.3434306001,0.2451134058,0.107687051,0.1566793649,0.130469,0.360937,0.078755,0.210156,0.018229,0.189337,2.188,19,32,0.0287328319,0.0133869729,0.197947,-0.00861,0.178574,0.010763,0.0156957240,0.0164270401,,True
quality_focused,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.15,0.35,0.25,0.1,0.15,0.2544399583,0.0453333021,0.2245225131,0.2143083984,0.2613958281,0.208672,0.368594,0.130938,0.243635,0.033333,0.222406,4.0,12,32,0.6602883697,0.3603526669,0.197947,0.024459,0.178574,0.043832,0.0212561550,0.0170583725,,True
quality_focused,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.15,0.35,0.25,0.1,0.15,0.1615278834,0.3146920509,0.247275901,0.1128891611,0.1636150035,0.092656,0.355312,0.108437,0.211458,0.008854,0.187841,1.062,21,32,0.0760640962,0.0416948783,0.197947,-0.010106,0.178574,0.009267,0.0111200150,0.0167818069,,True
quality_focused,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.15,0.35,0.25,0.1,0.15,0.151165337,0.3464116339,0.2497256791,0.1013060949,0.151391255,0.119063,0.355625,0.135469,0.330097,0.009375,0.210611,1.125,17,32,0.0077253741,0.0042368749,0.197947,0.012664,0.178574,0.032037,0.0120742620,0.0168313980,,True
quality_focused,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.120625,0.35875,0.089063,0.203683,0.025781,0.190157,3.094,19,32,0.0,0.0,0.197947,-0.00779,0.178574,0.011583,0.0003369920,0.0058135986,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.147578,0.356406,0.14625,0.33737,0.010677,0.21878,1.281,13,32,0.0,0.0,0.197947,0.020833,0.178574,0.040206,0.0002567370,0.0058593750,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.161953,0.36724,0.127539,0.297838,0.026562,0.21848,3.188,17,32,0.0,0.0,0.197947,0.020533,0.178574,0.039906,0.0002359270,0.0058593750,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.117109,0.357969,0.107969,0.26099,0.014323,0.198095,1.719,19,32,0.0,0.0,0.197947,0.000148,0.178574,0.019521,0.0050228890,0.0165796280,,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.134453,0.357656,0.133021,0.340788,0.01276,0.214596,1.531,16,32,0.0,0.0,0.197947,0.016649,0.178574,0.036022,0.0048770770,0.0162982941,,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.124062,0.358125,0.101471,0.240104,0.013542,0.195362,1.625,18,32,0.0,0.0,0.197947,-0.002585,0.178574,0.016788,0.0051844350,0.0163450241,,True
quality_focused,direct_preference,baseline,default,{},0.15,0.35,0.25,0.1,0.15,0.15,0.35,0.25,0.1,0.15,0.136563,0.358125,0.128594,0.179396,0.013542,0.197947,1.625,16,32,0.0,0.0,0.197947,0.0,0.178574,0.019373,0.0000801980,0.0008840561,0.0000000000,True
quality_focused,uniform,baseline,default,{},0.15,0.35,0.25,0.1,0.15,0.2,0.2,0.2,0.2,0.2,0.079297,0.352344,0.095781,0.188281,0.003906,0.178574,0.469,21,32,0.4,0.2,0.197947,-0.019373,0.178574,0.0,0.0000167300,0.0002975464,0.0000000000,True
