preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,score_helpfulness,score_correctness,score_coherence,score_complexity,score_verbosity,min_relationship_score,lambda_sum,lambda_min,lambda_max,l1_distance_to_p,l2_distance_to_p,validation_passed
helpfulness_focused,uniform,baseline,default,{},0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.6000000000,0.3391164992,True
helpfulness_focused,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2783757908,0.0869777732,0.1414994202,0.2435062047,0.2496408111,0.8110111229,0.7951509646,0.7896986649,0.7744981992,0.7738844234,0.7738844234,1.0000000000,0.0869777732,0.2783757908,0.5862940317,0.3100770133,True
helpfulness_focused,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4349470514,0.1170532020,0.1329520772,0.1558816488,0.1591660206,0.8647637534,0.8326576046,0.8167587298,0.7438291585,0.7405447867,0.7405447867,1.0000000000,0.1170532020,0.4349470514,0.2300953387,0.1105955964,True
helpfulness_focused,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4915782617,0.1450851968,0.1470502442,0.1079046954,0.1083816020,0.8901092320,0.8550398751,0.8353894090,0.7268449014,0.7220758202,0.7220758202,1.0000000000,0.1079046954,0.4915782617,0.0325725947,0.0153791250,True
helpfulness_focused,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.0000000000,0.2716855630,0.2718082719,0.2282221493,0.2282840158,0.7785989653,0.8261264720,0.8255812251,0.7682060505,0.7675860594,0.7675860594,1.0000000000,0.0000000000,0.2718082719,1.0000000000,0.5590548628,True
helpfulness_focused,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4168844447,0.1715062909,0.1718862807,0.1198401492,0.1198828345,0.8754360674,0.8540732668,0.8371895282,0.7308554874,0.7265872942,0.7265872942,1.0000000000,0.1198401492,0.4168844447,0.1662311107,0.0929445211,True
helpfulness_focused,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4914781834,0.1522040447,0.1522487179,0.1020320617,0.1020369924,0.8922327791,0.8582915994,0.8384368568,0.7247389210,0.7198082362,0.7198082362,1.0000000000,0.1020320617,0.4914781834,0.0170436333,0.0095296651,True
helpfulness_focused,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2395860309,0.0641683866,0.1536497362,0.2684896204,0.2741062259,0.7962790749,0.7830584447,0.7830584447,0.7830584447,0.7830584447,0.7830584447,1.0000000000,0.0641683866,0.2741062259,0.6924911649,0.3659201440,True
helpfulness_focused,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.7470109388,0.4138107044,True
helpfulness_focused,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.7470109388,0.4138107044,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2252532997,0.2021464309,0.1203316996,0.2218085829,0.2304599869,0.8131388701,0.8168835512,0.7981425381,0.7675145572,0.7664821843,0.7664821843,1.0000000000,0.1203316996,0.2304599869,0.6088300014,0.3330800905,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4304303636,0.1326565380,0.1149542170,0.1572056228,0.1647532586,0.8635817644,0.8330672124,0.8135698053,0.7446768560,0.7422214001,0.7422214001,1.0000000000,0.1149542170,0.4304303636,0.2439177627,0.1176197460,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.2654710890,0.2555625941,0.1117564861,0.1792667113,0.1879431195,0.8347299441,0.8395519509,0.8122695906,0.7528321245,0.7507060123,0.7507060123,1.0000000000,0.1117564861,0.2654710890,0.5455448497,0.2857044653,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4524046549,0.1533886059,0.1322586698,0.1289686347,0.1329794347,0.8771117224,0.8472166899,0.8264883743,0.7345327713,0.7308375748,0.7308375748,1.0000000000,0.1289686347,0.4524046549,0.1306733506,0.0672188905,True
helpfulness_focused,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.3233932916,0.3224265126,0.1207192138,0.1136926560,0.1197683260,0.8671425980,0.8733171652,0.8372828360,0.7298444245,0.7257600992,0.7257600992,1.0000000000,0.1136926560,0.3233932916,0.4117749892,0.2497127784,True
helpfulness_focused,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.4744151476,0.1714058541,0.1462264651,0.1034090735,0.1045434596,0.8896235378,0.8598524540,0.8378209518,0.7253773329,0.7206204134,0.7206204134,1.0000000000,0.1034090735,0.4744151476,0.0587167745,0.0340484894,True
helpfulness_focused,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
helpfulness_focused,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
